Country,Season,Year,Sampling site,Stream_Velocity,Stream_Depth,Steam_Width,Water_temperature,Turbidity,pH,Conductivity,DO_conc,DO_sat,BOD,NH4,NO3,PO4,Chironomidae,Baetidae,Hydropsychidae,Hydroptilidae,Libellulidae,Leptophlebidae
Ethiopia,Dry,2011,Eth_45,1.2,0.4,4,22.5,38.8,7.18,51.2,6.85,98.7,18,0.31,17.36,0.4,10,22,37,0,0,0
Ethiopia,Dry,2010,Eth_45,0.8,0.5,8,21,180,7.56,49.2,6.96,97.6,7.5,0.07,6.47,0.91,3,18,5,0,0,0
Ethiopia,Wet,2008,Eth_45,0.45,0.7,4,18.8,53.08,7.07,70,7.69,98,2.2,0.02,1.28,0.02,16,39,3,0,2,0
Ethiopia,Wet,2009,Eth_45,0.72,0.3,5,17.8,NA,6.33,64.2,7.53,97.8,1.6,0.03,1.28,0.04,6,30,33,0,6,0
Ethiopia,Wet,2010,Eth_45,0.47,0.23,7.1,22.8,NA,8.28,67.9,6.69,96.3,12.8,0.04,0.03,0.16,0,11,21,0,5,0
Ethiopia,Dry,2006,Eth_46,0.34,0.29,9,22,131,8,110,7.2,100,2.2,2.6,0.55,0.71,1,0,2,0,4,0
Ethiopia,Dry,2007,Eth_46,0.5,0.4,10,25,160,7.9,100,5.3,96,1.6,0.75,2.6,0.87,16,0,0,2,2,0
Ethiopia,Dry,2008,Eth_46,0.24,0.21,10,18,18,7.9,100,7.8,90,2.4,0.04,1.86,0.14,11,12,0,0,1,0
Ethiopia,Dry,2009,Eth_46,0.12,0.4,10,21.2,NA,8.03,114.8,7.39,102,2.2,0.2,0.15,0.01,6,5,12,0,1,0
Ethiopia,Dry,2010,Eth_46,0.8,0.4,15,19.5,389,6.6,80,7.2,100,6.6,0.04,1.87,0.02,4,11,22,0,30,0
Ethiopia,Dry,2011,Eth_46,0.6,0.7,10,21.4,63.5,7.3,65,7.03,98.3,8,0.32,16.92,0.18,10,50,62,0,0,0
Ethiopia,Wet,2008,Eth_46,0.7,0.4,15,19.2,80,6.45,80,NA,100,23,1.72,3.33,1.5,7,38,6,0,0,0
Ethiopia,Wet,2009,Eth_46,0.9,0.7,10,18.6,NA,7.61,69.8,7.46,101,1.9,0.02,0.7,0.02,0,1,0,0,0,0
Ethiopia,Wet,2010,Eth_46,1.16,0.5,12,20.7,NA,7.93,79.7,7.08,97.4,50.9,0.03,0.61,0.1,135,60,2,0,0,0
Ethiopia,Dry,2006,Eth_47,0.6,0.38,3,19,312,7.5,130,7.8,93,2.1,1.44,0.58,0.82,0,0,0,0,1,0
Ethiopia,Dry,2007,Eth_47,0.83,0.3,3.7,17,614,7,80,6,79,2.5,1.6,3.37,3.08,1,0,1,0,5,0
Ethiopia,Dry,2008,Eth_47,0.21,0.35,3,20,20,7.5,140,3.2,85,2.8,0.06,2.64,0.14,13,2,4,0,0,0
Ethiopia,Dry,2009,Eth_47,0.9,0.5,3,20.2,NA,7.3,93.1,6.31,85.6,4.2,0.54,3.95,0.02,0,0,0,0,7,0
Ethiopia,Dry,2010,Eth_47,0.5,0.32,2.5,20.6,104,7.47,92.9,6.75,92.8,7.8,0.01,8.15,0.17,7,8,17,0,0,0
Ethiopia,Dry,2011,Eth_47,0.4,0.85,3.2,19.1,135,6.95,85,6.78,90.8,11,0.19,11.2,0.17,6,19,9,0,4,0
Ethiopia,Wet,2007,Eth_47,1.7,0.68,5.6,17.5,47,6.9,80,7.8,88,1.5,0.66,3.5,0.66,6,2,2,0,1,0
Ethiopia,Wet,2008,Eth_47,0.15,0.43,2.2,15.6,50,6.96,120,NA,90,24,0.08,1.3,0.01,3,17,35,0,18,0
Ethiopia,Wet,2009,Eth_47,0.5,0.2,6,19.4,NA,7.21,103.1,7,94.1,0.5,0.02,0.98,0.03,83,22,16,0,0,0
Ethiopia,Wet,2010,Eth_47,1,0.3,5.2,22.6,NA,7.7,89.4,6.22,89.4,12,0.03,0.68,0.35,34,21,19,1,0,0
Ethiopia,Dry,2008,Eth_49,0.45,0.35,20,21,20,7.5,130,6.5,88,3,0.55,0.24,0.17,4,0,6,0,0,0
Ethiopia,Dry,2009,Eth_49,0.45,0.5,13,21.8,NA,7.42,78.2,7.41,104.2,4.5,0.5,1.2,0.09,0,13,1,0,0,0
Ethiopia,Dry,2011,Eth_49,0.8,0.75,9.3,20.3,61,7.23,63.1,7.22,99.5,8,0.06,5.23,0.14,32,4,87,0,1,0
Ethiopia,Wet,2009,Eth_49,0.9,0.5,14,17.3,NA,8.06,91.1,7.58,97.8,1,0.02,0.32,0.02,2,3,30,0,24,0
Ethiopia,Wet,2010,Eth_49,0.76,0.45,14,18.8,NA,8.18,87.3,7.35,98.5,16.3,0.03,0.02,11.83,9,41,0,0,0,0
Ethiopia,Dry,2006,Eth_5,0.22,0.25,1.8,20,32,8,100,7,110,1.5,1.15,0.51,0.13,0,0,0,0,0,0
Ethiopia,Dry,2007,Eth_5,0.7,0.7,5,18,79,7.3,50,6.2,105,2,0.76,2.55,0.32,2,6,0,2,20,0
Ethiopia,Dry,2008,Eth_5,0.3,0.3,5,21.5,22,7.5,100,7.2,86,2.2,1.2,1.5,0.25,17,21,15,0,3,0
Ethiopia,Dry,2008,Eth_5,0.35,0.32,5,20,55,7,90,6.8,95,2.2,0.2,0.15,0.01,7,16,12,0,0,0
Ethiopia,Dry,2009,Eth_5,0.15,0.3,2.5,21.6,NA,8.02,113.8,7.03,100,2.2,0.07,0.31,0.02,57,0,0,0,0,0
Ethiopia,Dry,2011,Eth_5,0.33,0.23,2.43,22.6,33.8,7.76,134.4,6.44,92.4,11,0.15,14.17,0.11,0,0,0,0,0,0
Ethiopia,Dry,2010,Eth_5,0.68,0.66,4,21.5,89.5,7.42,64.2,6.75,97.1,5.3,0.05,2.56,0.01,2,6,0,0,0,0
Ethiopia,Wet,2008,Eth_5,0.5,1.2,3,20.2,55,7.43,70,7.54,97,3.7,0.06,1.3,0.17,2,4,125,0,59,0
Ethiopia,Wet,2008,Eth_5,0.35,0.35,5,18.3,5.5,7,90,6.6,88,3.2,0.22,4.05,0.02,0,0,0,0,0,0
Ethiopia,Wet,2009,Eth_5,0.4,0.74,5,20.6,NA,7.23,66.4,7.25,99.9,3.2,0.03,0.18,0.09,16,60,24,0,0,0
Ethiopia,Wet,2010,Eth_5,0.75,0.4,3.7,21.9,NA,7.97,79.3,7.16,99.7,22.3,0.04,0.25,0.18,4,16,0,0,1,0
Ethiopia,Dry,2008,Eth_50,0.45,0.35,20,20,45,7.8,120,5,88,2.9,0.05,2.5,0.01,8,3,27,0,10,0
Ethiopia,Dry,2009,Eth_50,0.51,0.5,18,19.2,NA,7.54,77.6,7.33,99.7,4.7,1.9,1.66,0.02,14,38,12,0,7,0
Ethiopia,Dry,2010,Eth_50,0.52,0.5,18,22.4,NA,8.25,115.9,7.19,103.6,2.8,0.02,4.87,0.49,22,39,8,0,0,0
Ethiopia,Dry,2011,Eth_50,0.7,0.8,10,19.2,70,7.18,63.2,7.2,97.1,10,0.06,5.31,0.2,35,35,155,0,0,0
Ethiopia,Dry,2006,Eth_50,0.44,0.37,20,19,16,8.2,100,8.9,93,1.4,1.07,0.34,0.15,0,2,2,0,0,0
Ethiopia,Dry,2007,Eth_50,0.46,0.37,21,17.5,31,7.5,100,7.4,97,2,0.59,1.2,0.36,17,3,1,3,18,5
Ethiopia,Wet,2008,Eth_50,0.8,0.7,12,18,36,7.1,70,NA,137,2.7,0.19,1.71,0.19,7,19,34,0,8,0
Ethiopia,Wet,2009,Eth_50,0.8,0.5,16,16.6,NA,7.87,90.4,7.75,98.6,1,0.02,0.31,0.02,3,0,43,0,22,0
Ethiopia,Wet,2010,Eth_50,0.77,0.34,18,17.5,NA,7.83,90.2,7.63,90.2,12.3,0.03,0.51,0.39,0,25,81,0,0,0
Ethiopia,Dry,2009,Eth_51,0.55,0.5,17,18.2,NA,7.55,79.1,7.31,98.6,2.8,1.7,0.35,0.06,10,15,51,0,0,0
Ethiopia,Dry,2011,Eth_51,0.7,0.8,10,18.4,73.1,7.28,63.5,7.36,97,9,0.05,5.09,0.15,3,0,0,0,0,0
Ethiopia,Dry,2010,Eth_51,0.58,0.4,20,21,NA,8.15,116.9,7.08,96.7,2.6,0.01,5.31,0.06,0,15,77,0,17,0
Ethiopia,Wet,2008,Eth_51,0.9,0.6,12,17.3,39,7.1,70,NA,124,3,0.21,0.89,0.2,4,0,35,0,6,0
Ethiopia,Wet,2009,Eth_51,0.8,0.5,16,15.9,NA,7.79,92.1,7.79,97.6,1.3,0.06,0.47,0.05,2,14,0,0,2,0
Ethiopia,Wet,2010,Eth_51,0.78,0.55,11,18.2,NA,7.78,97.9,7.43,97.1,24.8,0.03,0.47,0.42,8,80,110,0,0,0
Ethiopia,Dry,2009,Eth_53,0.6,0.25,5,18.9,NA,7.52,51.6,7.32,86,1.25,0.68,4.1,0.02,63,0,0,0,0,0
Ethiopia,Dry,2010,Eth_53,0.5,0.12,6,18,35,7.69,54,7.34,99.8,8.6,0.02,2.66,1.49,1,3,1,0,1,0
Ethiopia,Dry,2011,Eth_53,0.65,0.3,6,17,28.2,7.07,51.3,7.24,96.6,8,0.17,10.19,0.14,14,47,4,0,0,0
Ethiopia,Wet,2008,Eth_53,0.52,0.12,6,14.4,13,7.13,70,NA,95,2.9,0.05,2.5,0.01,4,13,5,0,1,0
Ethiopia,Wet,2009,Eth_53,0.95,0.2,5.9,17.1,NA,7.02,52.3,7.59,101.4,1.2,0.03,1.1,0.03,2,22,0,0,4,0
Ethiopia,Wet,2010,Eth_53,0.51,0.12,5,18.1,NA,8.01,58.9,7.44,100,8.6,0.04,0.38,0.18,9,18,21,0,2,0
Ethiopia,Dry,2006,Eth_54,0.85,0.4,6,18,107,7.4,100,7.1,94,2.6,2.34,0.45,0.86,2,0,0,0,3,0
Ethiopia,Dry,2007,Eth_54,1,0.26,6,25,77,7.8,100,5.5,116,2.2,0.34,2.2,0.54,19,5,63,0,5,0
Ethiopia,Dry,2008,Eth_54,0.45,0.14,4,20,24,8,160,6.1,88,2.6,0.05,3.07,0.02,15,150,100,0,0,0
Ethiopia,Dry,2009,Eth_54,0.83,0.4,6,19.6,NA,7.75,89,7.31,99.2,2.3,0.89,3.45,1.5,0,2,9,0,5,0
Ethiopia,Dry,2010,Eth_54,0.8,0.6,8,17.1,347,7.68,81.7,7.76,99.1,9.1,0.01,5.18,0.17,8,30,19,0,0,0
Ethiopia,Dry,2011,Eth_54,0.8,0.32,8.5,18,49.3,7.4,79.9,7.59,99.9,10,0.1,17.14,0.04,6,24,26,0,1,0
Ethiopia,Wet,2008,Eth_54,0.4,0.3,5.25,15.6,10.5,7.03,110,NA,98,2.1,0.91,1.31,0.49,9,11,15,0,4,0
Ethiopia,Wet,2009,Eth_54,0.8,0.6,7,16.8,NA,7.74,128.3,7.59,98.6,1.3,0.03,0.96,0.02,11,14,32,0,22,0
Ethiopia,Wet,2010,Eth_54,1.12,0.22,6.5,20.6,NA,8.11,118.4,7.89,99.8,19.1,0.04,0.3,0.05,2,8,29,0,3,0
Ethiopia,Dry,2009,Eth_55,0.9,0.3,3.2,20.9,NA,8.14,100.7,7.45,103,3.2,0.23,0.12,0.12,5,4,5,0,2,0
Ethiopia,Dry,2010,Eth_55,0.8,0.3,3,18.8,NA,7.67,70,7.2,110,3.3,0.04,3.85,0.5,20,0,0,0,0,0
Ethiopia,Dry,2011,Eth_55,0.4,0.47,7.2,18.6,71.4,7.4,77.4,7.55,98,11,0.18,7.71,0.16,11,14,13,0,2,0
Ethiopia,Wet,2008,Eth_55,0.9,0.3,3.2,20.7,12,7.22,70,7.56,100,4.1,0.08,1.05,0.18,15,0,0,0,2,0
Ethiopia,Wet,2009,Eth_55,0.7,0.27,4.5,16.5,NA,7.32,66.4,8.08,100.1,1.3,0.01,0.65,0.09,5,18,12,0,5,0
Ethiopia,Wet,2010,Eth_55,1,0.28,7.2,18.6,NA,7.67,72.6,7.53,98.7,20.4,0.03,1.14,0.45,2,12,10,0,2,0
Ethiopia,Dry,2009,Eth_56,0.37,0.14,1.8,21,NA,7.89,106.5,6.73,95,3.5,0.2,0.15,0.02,79,0,0,0,0,0
Ethiopia,Dry,2011,Eth_56,0.5,0.14,1.7,20.9,99,7.62,90.5,6.9,97.7,15,0.18,7.13,0.16,10,0,0,0,0,0
Ethiopia,Dry,2010,Eth_56,0.2,0.18,1.8,18.2,NA,7.85,106.5,7.03,96.6,2.9,0.02,1.56,0.01,7,45,2,0,5,0
Ethiopia,Wet,2008,Eth_56,0.37,0.14,1.8,19.5,13,7.28,70,7.1,87,4.2,0.74,3.74,1.96,5,0,0,0,7,0
Ethiopia,Wet,2009,Eth_56,0.8,0.22,1.8,19.5,NA,6.66,59.7,7.2,100.4,1,0.02,0.87,0.03,2,85,64,0,12,0
Ethiopia,Wet,2010,Eth_56,0.74,0.2,2.5,21.7,NA,7.67,59.7,6.73,96.5,51,0.03,0.46,0.41,3,14,19,0,12,3
Ethiopia,Dry,2009,Eth_57,0.33,0.35,7,21.9,NA,7.69,82.5,7.04,99,0.23,0.64,0.6,0.04,15,130,0,0,2,0
Ethiopia,Dry,2010,Eth_57,0.7,0.3,8,18.9,709,7.05,47.4,7.5,99,7.5,0.06,6.16,0.12,15,27,15,0,3,0
Ethiopia,Dry,2011,Eth_57,0.8,0.5,7,19.9,485,7.37,72.1,7.18,102,12,0.35,21.79,0.18,66,140,41,0,6,0
Ethiopia,Dry,2008,Eth_6,0.36,0.5,3.6,23,15,7.5,90,3.5,96,3.3,0.05,3.2,0.02,15,8,32,0,0,0
Ethiopia,Dry,2008,Eth_6,0.38,0.5,5.5,20,1000,7,70,6.5,94,2.2,0.07,0.31,0.02,90,0,0,0,0,0
Ethiopia,Dry,2009,Eth_6,0.42,0.5,5,24.3,NA,8.03,95.3,7.29,107.3,2.5,0.12,0.96,0.01,1,33,9,0,0,0
Ethiopia,Dry,2010,Eth_6,0.6,0.6,4,21.4,36.7,7.53,58.7,7.07,98.6,6.3,0.03,3.91,0.18,6,92,45,0,6,0
Ethiopia,Dry,2011,Eth_6,0.9,0.8,3.2,20.8,183,7.34,54.6,7.14,99.1,33,0.32,17.4,0.09,6,13,7,0,0,0
Ethiopia,Wet,2008,Eth_6,0.2,0.5,6,17.2,19,7.47,70,NA,90,2.6,0.03,1.33,0.01,44,48,9,0,12,0
Ethiopia,Wet,2009,Eth_6,0.62,0.6,6,20.2,NA,8.06,75.3,7.83,106.5,1.2,0.03,0.36,0.07,16,32,99,0,7,0
Ethiopia,Wet,2010,Eth_6,0.67,0.45,4.5,19.5,NA,8.1,76.5,7.63,102.1,11.9,0.04,0.36,0.16,25,30,55,0,0,0
Ethiopia,Dry,2008,Eth_7,1,0.43,1,24,10,6.7,160,4.2,70,4,0.55,1.36,0.04,6,5,0,0,0,0
Ethiopia,Dry,2009,Eth_7,0.22,1.2,9,22,NA,6.69,194.9,4.54,63.1,3.2,0.22,4.05,0.02,0,27,0,0,4,0
Ethiopia,Dry,2010,Eth_7,0.22,2.5,10,23.9,45.9,6.75,139.1,0.53,7.9,12,0.27,0.2,0.4,12,0,0,0,0,0
Ethiopia,Dry,2011,Eth_7,0.03,3,10.8,22,2.89,7.01,230,2.5,35.9,60,0.58,3.99,0.31,18,10,2,0,0,0
Ethiopia,Dry,2007,Eth_7,0.12,1,10,21.6,69,7,170,3.6,60,240,0.66,1.57,0.44,74,35,0,0,0,0
Ethiopia,Wet,2008,Eth_7,0.2,1,13,20.1,37,6.9,80,6,60,2.8,1.7,0.35,0.06,0,0,0,0,0,0
Ethiopia,Wet,2010,Eth_7,0.25,3,9,23.1,NA,7.25,136.2,4.86,69.5,28.8,0.04,0.07,0.01,16,9,16,0,4,0
Ethiopia,Wet,2009,Eth_7,0.2,1.8,10,20.9,NA,6.93,97.3,5,68.6,1.6,0.07,0.16,0.03,5,18,3,0,0,0
Ethiopia,Wet,2007,Eth_7,0.8,0.7,22,18.6,47,6.3,80,4.4,10,3.5,1.13,1.5,0.5,25,0,0,0,0,0
Ethiopia,Dry,2006,Eth_8,0.39,0.5,8,22,89,7.4,90,7.6,92,2.7,1.3,0.27,0.46,0,0,0,0,0,0
Ethiopia,Dry,2008,Eth_8,0.09,0.9,7,19,14,7.3,100,6.4,80,1.3,0.22,1.31,1,2,0,0,0,0,0
Ethiopia,Dry,2008,Eth_8,0.28,1,8,17,560,6.9,70,6.7,6.9,7,1.7,1.9,1.1,2,19,23,0,16,0
Ethiopia,Dry,2009,Eth_8,0.2,0.25,5,21.2,NA,7.39,103.3,6.15,88,2.2,1.7,0.27,0.99,47,0,0,0,0,0
Ethiopia,Dry,2011,Eth_8,0.3,1,10,20.6,259,6.74,64.2,5.47,74.9,64,0.08,10.58,0.45,4,22,0,0,0,0
Ethiopia,Dry,2010,Eth_8,0.34,0.6,9,20.1,69,7.11,85.5,6.42,86.7,8,0.08,2.38,0.7,8,0,0,0,0,0
Ethiopia,Wet,2008,Eth_8,0.5,0.6,9,20.1,32.98,7.07,70,NA,151,3.1,1.4,0.56,0.21,1,8,40,0,3,0
Ethiopia,Wet,2009,Eth_8,0.7,1.2,10,19.5,NA,6.77,62.7,6.57,88.1,2.8,0.4,0.95,0.4,83,23,17,0,0,0
Ethiopia,Wet,2010,Eth_8,0.4,0.8,8,21.3,NA,7.57,71.8,6.11,86.9,48,0.03,0.8,0.31,99,45,5,0,0,0
Ethiopia,Dry,2006,Eth_9,0.27,0.09,2.5,21.6,12,8,130,8.1,94,1.8,1.28,0.02,0.08,6,0,0,0,0,0
Ethiopia,Dry,2007,Eth_9,1.1,1,4,19,67,6.8,40,7.6,100,0.6,1.4,3.35,1.6,18,1,0,0,0,0
Ethiopia,Wet,2009,Eth_9,0.72,0.12,5.6,14.6,NA,7.55,50.8,7.67,100.3,1,0.03,1.82,0.02,32,2,1,0,0,0
Vietnam,Dry,2009,Vie_1_1,0.91,NA,NA,27.9,11.8,7.8,67,7.4,NA,2,0.11,0.42,NA,382,23,0,3,1,0
Vietnam,Dry,2010,Vie_1_1,0.64,NA,NA,25.8,63,7.7,132,7.1,NA,2.24,0.17,0.35,NA,3,13,0,2,19,0
Vietnam,Wet,2009,Vie_1_1,1.02,NA,NA,30.1,83,8.51,93,7.6,NA,2.8,0.34,0.42,NA,21,9,0,7,0,6
Vietnam,Wet,2010,Vie_1_1,0.71,NA,NA,25.5,42,6.6,92,7.1,NA,1,0.1,0.54,NA,21,9,37,7,0,0
Vietnam,Dry,2009,Vie_1_3,0.56,NA,NA,29.7,24.2,7.9,174,6.8,NA,2,0.09,0.43,NA,25,61,7,2,0,1
Vietnam,Dry,2010,Vie_1_3,0.39,NA,NA,28.6,92,7.8,287,6.8,NA,3.96,0.18,0.36,NA,13,11,1,0,0,0
Vietnam,Wet,2009,Vie_1_3,0.68,NA,NA,31.6,35.6,8.09,218,6.91,NA,2,0.35,0.67,NA,32,34,3,1,0,3
Vietnam,Wet,2010,Vie_1_3,0.48,NA,NA,26.3,97,6.6,123,6.7,NA,1,0.05,0.57,NA,32,24,3,1,0,0
Vietnam,Dry,2009,Vie_1_5,0.47,NA,NA,28.7,29.3,7.64,207,6.13,NA,2,0.09,0.43,NA,1,3,0,0,0,0
Vietnam,Dry,2010,Vie_1_5,0.33,NA,NA,28.2,213,7.4,284,6.1,NA,4.31,0.05,0.97,NA,19,0,0,0,0,0
Vietnam,Wet,2009,Vie_1_5,0.65,NA,NA,31.4,65,7.79,238,5.96,NA,1,0.37,0.7,NA,1,0,0,0,0,0
Vietnam,Wet,2010,Vie_1_5,0.46,NA,NA,27.5,187,6.5,266,6.1,NA,1,0.17,0.8,NA,1,0,0,0,0,0
Vietnam,Dry,2009,Vie_1_6,0.78,NA,NA,30.8,46.2,7.5,253,6.5,NA,1,0.23,0.9,NA,0,5,0,1,0,0
Vietnam,Dry,2010,Vie_1_6,0.55,NA,NA,29.2,95.6,5.9,295,5.6,NA,6.02,0.05,0.93,NA,0,2,0,0,0,0
Vietnam,Wet,2009,Vie_1_6,0.81,NA,NA,31.3,35,7.05,200,6.62,NA,4.3,0.32,0.73,NA,12,0,0,0,0,0
Vietnam,Wet,2010,Vie_1_6,0.57,NA,NA,29.1,176,5.6,259,6,NA,1,0.05,0.64,NA,12,0,0,0,0,0
Vietnam,Dry,2009,Vie_2_1,0.76,NA,NA,26.4,15.5,7.48,224,7.3,NA,2,0.08,0.75,NA,3,4,4,1,0,9
Vietnam,Dry,2010,Vie_2_1,0.53,NA,NA,25.4,36,7.2,335,7.5,NA,3.27,0.05,0.52,NA,1,1,0,2,3,6
Vietnam,Wet,2009,Vie_2_1,0.92,NA,NA,28.1,6.5,7.84,387,7.1,NA,1,0.23,0.69,NA,12,4,3,4,4,11
Vietnam,Wet,2010,Vie_2_1,0.64,NA,NA,25.8,101,6.7,157,6.9,NA,1,0.1,0.58,NA,12,4,0,4,4,0
Vietnam,Dry,2009,Vie_2_3,0.51,NA,NA,28.5,36.4,7.06,270,5.9,NA,2,0.09,0.43,NA,4,8,2,0,0,0
Vietnam,Dry,2010,Vie_2_3,0.36,NA,NA,28.1,287,7.1,337,6,NA,3.96,0.05,1.22,NA,31,2,0,0,1,0
Vietnam,Wet,2009,Vie_2_3,0.72,NA,NA,31.1,153,7.61,370,5.74,NA,2.4,0.32,0.55,NA,7,5,0,0,0,0
Vietnam,Wet,2010,Vie_2_3,0.5,NA,NA,27.4,185,6.2,410,5.8,NA,2.7,0.18,0.81,NA,7,5,0,0,0,0
Vietnam,Dry,2009,Vie_1_15,0.62,NA,NA,29.4,27.2,7.8,180,6.76,NA,3,0.13,0.41,NA,115,26,3,1,1,0
Vietnam,Dry,2010,Vie_1_15,0.43,NA,NA,27.7,103,7.6,323,6.7,NA,3.27,0.05,0.38,NA,44,18,37,0,0,3
Vietnam,Wet,2009,Vie_1_15,0.84,NA,NA,31.2,25,7.85,240,7.09,NA,2,0.28,0.48,NA,73,179,24,8,0,8
Vietnam,Wet,2010,Vie_1_15,0.59,NA,NA,26.9,101,6.1,191,6.5,NA,1,0.05,0.42,NA,73,37,24,8,0,0
Vietnam,Dry,2009,Vie_1_14,0.82,NA,NA,30.8,101,8.5,116,5.65,NA,1,0.1,0.74,NA,12,1,0,1,1,0
Vietnam,Dry,2010,Vie_1_14,0.57,NA,NA,27.7,235,7,135,6.8,NA,7.01,0.12,1.08,NA,8,1,0,0,0,0
Vietnam,Wet,2009,Vie_1_14,1.09,NA,NA,31.6,198,6.26,103,5.67,NA,5,0.35,1.08,NA,2,2,0,0,0,0
Vietnam,Wet,2010,Vie_1_14,0.76,NA,NA,30.2,149,5.8,110,6.3,NA,2.8,0.14,1.23,NA,2,2,0,0,0,0
Vietnam,Dry,2009,Vie_2_11,0.92,NA,NA,29.6,34.8,7.25,86,5.22,NA,1,0.17,0.8,NA,0,0,0,3,0,0
Vietnam,Dry,2010,Vie_2_11,0.64,NA,NA,27.3,67.7,6.8,132,6.9,NA,5.64,0.05,0.85,NA,11,1,0,1,0,0
Vietnam,Wet,2009,Vie_2_11,1.02,NA,NA,32.4,21,6.99,106,7.54,NA,2,0.32,0.96,NA,128,0,0,0,0,0
Vietnam,Wet,2010,Vie_2_11,0.71,NA,NA,28.4,26.3,6.2,108,6.3,NA,1,0.05,0.71,NA,120,1,0,0,0,0
Vietnam,Dry,2009,Vie_2_12,0.7,NA,NA,29.9,30,7.1,80,5.93,NA,3,0.12,0.77,NA,5,1,0,2,0,0
Vietnam,Dry,2010,Vie_2_12,0.49,NA,NA,28.4,69.6,6.9,134,6.7,NA,5.64,0.05,0.94,NA,55,0,0,0,0,0
Vietnam,Wet,2009,Vie_2_12,0.88,NA,NA,31.7,53,6.93,90,7.13,NA,2,0.36,0.63,NA,115,4,0,33,0,0
Vietnam,Wet,2010,Vie_2_12,0.62,NA,NA,29.4,98,6.3,101,5.9,NA,1,0.05,1.1,NA,115,0,0,0,0,0
Vietnam,Dry,2009,Vie_2_8,0.23,NA,NA,29.6,20.2,7.03,100,6.86,NA,4,0.17,0.46,NA,90,9,54,2,0,0
Vietnam,Dry,2010,Vie_2_8,0.16,NA,NA,30.1,106,6.8,187,6.4,NA,4.25,0.05,0.79,NA,90,32,5,3,0,0
Vietnam,Wet,2009,Vie_2_8,0.31,NA,NA,31,31,7.29,134,7.11,NA,1,0.33,0.55,NA,127,4,0,21,0,0
Vietnam,Wet,2010,Vie_2_8,0.22,NA,NA,27.6,181,5.6,146,6.5,NA,2,0.05,0.71,NA,120,4,0,2,0,0
Vietnam,Dry,2009,Vie_2_9,0.67,NA,NA,29.9,30,7.1,80,5.93,NA,2,0.49,0.71,NA,32,23,0,1,0,0
Vietnam,Dry,2010,Vie_2_9,0.47,NA,NA,24.6,192,5.9,126,6.6,NA,4.27,0.05,0.62,NA,15,0,0,0,0,0
Vietnam,Wet,2009,Vie_2_9,0.86,NA,NA,32.6,11,6.99,106,5.77,NA,4,0.01,0.59,NA,47,24,2,0,0,0
Vietnam,Wet,2010,Vie_2_9,0.6,NA,NA,27.5,25,6.6,124,6.5,NA,1,0.05,0.82,NA,47,24,2,0,0,0
Vietnam,Dry,2009,Vie_1_17,0.48,NA,NA,30,21.4,7.87,225,6.83,NA,3,0.1,0.59,NA,0,3,7,0,0,0
Vietnam,Dry,2010,Vie_1_17,0.34,NA,NA,27.8,164,7.8,284,6.9,NA,4.31,0.11,0.57,NA,110,56,42,37,0,4
Vietnam,Wet,2009,Vie_1_17,0.62,NA,NA,30.6,34.9,7.89,290,7.17,NA,2,0.23,0.39,NA,19,2,0,0,0,0
Vietnam,Wet,2010,Vie_1_17,0.43,NA,NA,26.7,318,5.7,272,6.3,NA,2.7,0.17,0.55,NA,9,2,0,0,0,0
Vietnam,Dry,2009,Vie_1_16,0.17,NA,NA,26,30,6.1,186,7.14,NA,2,0.16,0.57,NA,23,142,5,0,0,0
Vietnam,Dry,2010,Vie_1_16,0.12,NA,NA,24.6,134,6.3,230,7,NA,3.18,0.05,1.05,NA,7,7,0,0,1,0
Vietnam,Wet,2009,Vie_1_16,0.26,NA,NA,27.4,9,6.92,156,6.9,NA,3,0.32,0.44,NA,67,30,7,0,0,16
Vietnam,Wet,2010,Vie_1_16,0.18,NA,NA,26.5,27,5.3,250,7.1,NA,1,0.05,0.8,NA,67,30,7,0,0,9
Vietnam,Dry,2009,Vie_2_23,0.05,NA,NA,27.4,93,6.5,767,5.5,NA,6,0.21,0.72,NA,3,0,0,0,0,0
Vietnam,Dry,2010,Vie_2_23,0.03,NA,NA,27,454,7.1,915,5.2,NA,28.8,4.14,0.22,NA,15,2,0,0,0,0
Vietnam,Wet,2009,Vie_2_23,0.08,NA,NA,30.4,47,7.4,900,4.52,NA,4,0.41,0.17,NA,6,2,0,0,0,0
Vietnam,Wet,2010,Vie_2_23,0.05,NA,NA,26.8,364,5.8,681,3.2,NA,6.7,1.31,0.7,NA,6,2,0,0,0,0
